pCode,team,name,displayId,backNo,position,throwBat,birthday,heightWeight,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MultiHit,RISP_AVG,PH_AVG
53344,키움,김동헌,키움44김동헌,44,포수,우투우타,2004년 07월 15일,182cm/91kg,0.268,49,91,82,8,22,3,0,0,25,8,0,1,7,0,1,23,0,0.305,0.330,0.635,3,0.292,0.600
68305,키움,변상권,키움5변상권,5,외야수,우투좌타,1997년 04월 04일,180cm/84kg,0.263,12,20,19,2,5,2,0,0,7,4,0,1,0,0,0,2,0,0.368,0.250,0.618,0,0.333,0.167
54444,키움,카디네스,키움4카디네스,4,외야수,우투우타,1997년 10월 10일,185cm/93kg,0.253,86,361,320,33,81,15,1,7,119,42,0,3,32,2,6,67,7,0.372,0.330,0.702,21,0.284,0.000
50304,키움,김병휘,키움23김병휘,23,내야수,우투우타,2001년 02월 16일,177cm/79kg,0.250,7,6,4,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0.250,0.500,0.750,0,0.000,0.000
69332,키움,주성원,키움25주성원,25,외야수,우투우타,2000년 08월 30일,182cm/95kg,0.250,58,174,156,21,39,6,0,1,48,12,0,1,13,0,4,45,2,0.308,0.322,0.630,10,0.212,0.300
64340,키움,임지열,키움29임지열,29,외야수,우투우타,1995년 08월 22일,180cm/94kg,0.244,102,417,369,51,90,14,2,11,141,50,1,3,42,0,2,111,11,0.382,0.322,0.704,19,0.310,0.600
53312,키움,김건희,키움12김건희,12,포수,우투우타,2004년 11월 07일,186cm/96kg,0.242,105,344,322,24,78,20,2,3,111,25,7,2,13,0,0,102,10,0.345,0.270,0.615,19,0.224,0.200
55326,키움,스톤,키움스톤,,외야수,우투우타,1995년 11월 22일,185cm/103kg,0.241,22,93,87,4,21,0,0,2,27,15,0,1,5,0,0,24,2,0.310,0.280,0.590,6,0.286,1.000
50167,키움,이주형,키움2이주형,2,외야수,우투좌타,2001년 04월 02일,181cm/80kg,0.240,127,514,446,55,107,22,1,11,164,45,3,0,37,2,28,115,7,0.368,0.337,0.705,28,0.257,0.222
78756,키움,오선진,키움6오선진,6,내야수,우투우타,1989년 07월 07일,178cm/80kg,0.238,99,163,143,15,34,8,0,1,45,19,4,1,12,0,3,45,2,0.315,0.308,0.623,8,0.313,0.000
55392,키움,어준서,키움92어준서,92,내야수,우투좌타,2006년 11월 27일,183cm/87kg,0.238,116,360,324,48,77,9,1,6,106,27,3,1,30,1,2,75,10,0.327,0.305,0.632,20,0.222,0.182
64346,키움,임병욱,키움17임병욱,17,외야수,우투좌타,1995년 09월 30일,187cm/94kg,0.233,52,140,133,12,31,4,3,2,47,13,1,1,5,0,0,33,3,0.353,0.259,0.612,6,0.290,0.222
64984,키움,김태진,키움1김태진,1,내야수,우투좌타,1995년 10월 07일,169cm/73kg,0.233,94,304,279,27,65,11,2,5,95,25,2,3,20,1,0,53,6,0.341,0.281,0.622,15,0.156,0.214
55397,키움,전태현,키움97전태현,97,내야수,우투좌타,2006년 03월 02일,180cm/82kg,0.231,77,207,182,20,42,5,0,0,47,10,3,2,20,0,0,59,2,0.258,0.304,0.562,8,0.282,0.267
50357,키움,박주홍,키움57박주홍,57,외야수,좌투좌타,2001년 04월 16일,187cm/87kg,0.226,102,283,248,33,56,11,3,3,82,23,2,2,30,0,1,72,5,0.331,0.310,0.641,12,0.219,0.182
66838,키움,김동엽,키움20김동엽,20,외야수,우투우타,1990년 07월 24일,186cm/101kg,0.222,9,29,27,2,6,2,0,0,8,2,0,0,2,0,0,11,1,0.296,0.276,0.572,2,0.500,0.000
54344,키움,고영우,키움23고영우,23,내야수,우투우타,2001년 06월 21일,173cm/80kg,0.217,14,26,23,4,5,1,0,0,6,2,1,0,2,0,0,6,2,0.261,0.280,0.541,1,0.300,0.000
74163,키움,이용규,키움15이용규,15,외야수,좌투좌타,1985년 08월 26일,170cm/74kg,0.216,14,41,37,7,8,1,0,0,9,0,1,0,3,0,0,8,1,0.243,0.275,0.518,2,0.143,0.000
52366,키움,푸이그,키움푸이그,,외야수,우투우타,1990년 12월 07일,188cm/108kg,0.212,40,172,156,17,33,2,0,6,53,20,0,0,12,0,4,38,1,0.340,0.285,0.625,9,0.256,0.000
55339,키움,염승원,키움39염승원,39,내야수,우투좌타,2006년 03월 20일,180cm/78kg,0.211,11,21,19,2,4,0,0,0,4,1,0,1,1,0,0,6,0,0.211,0.238,0.449,0,0.000,0.000
62332,키움,김재현,키움32김재현,32,포수,우투우타,1993년 03월 18일,178cm/90kg,0.208,62,128,120,12,25,5,0,0,30,5,4,0,1,0,3,31,1,0.250,0.234,0.484,5,0.132,0.000
78135,키움,이형종,키움36이형종,36,외야수,우투우타,1989년 06월 07일,183cm/87kg,0.200,33,82,70,4,14,3,0,2,23,6,2,0,9,0,1,22,3,0.329,0.300,0.629,1,0.200,0.222
62925,키움,강진성,키움강진성,,내야수,우투우타,1993년 10월 19일,176cm/89kg,0.182,6,13,11,1,2,0,0,0,2,1,0,0,2,0,0,1,2,0.182,0.308,0.490,1,0.200,0.000
54394,키움,송지후,키움86송지후,86,내야수,우투우타,2005년 01월 08일,175cm/74kg,0.175,33,86,80,5,14,3,0,1,20,8,0,1,3,0,2,18,3,0.250,0.221,0.471,3,0.154,0.000
54307,키움,원성준,키움33원성준,33,외야수,우투좌타,2000년 03월 31일,181cm/80kg,0.174,24,53,46,5,8,1,0,2,15,4,0,0,7,0,0,18,1,0.326,0.283,0.609,3,0.333,0.200
52305,키움,박수종,키움87박수종,87,외야수,우투우타,1999년 02월 25일,178cm/82kg,0.143,38,45,42,6,6,0,0,1,9,2,0,0,3,0,0,12,0,0.214,0.200,0.414,2,0.083,0.000
75566,키움,이원석,키움17이원석,17,내야수,우투우타,1986년 10월 21일,181cm/82kg,0.143,5,8,7,1,1,0,0,0,1,0,0,0,1,0,0,2,1,0.143,0.250,0.393,0,0.000,0.000
51359,키움,장재영,키움16장재영,16,외야수,우투우타,2002년 05월 10일,187cm/83kg,0.143,10,16,14,1,2,0,0,0,2,2,0,0,2,0,0,7,0,0.143,0.250,0.393,0,0.333,0.000
55393,키움,여동욱,키움93여동욱,93,내야수,우투우타,2005년 11월 10일,180cm/90kg,0.132,28,61,53,6,7,1,0,2,14,2,1,0,7,0,0,21,2,0.264,0.233,0.497,0,0.000,0.286
55371,키움,권혁빈,키움00권혁빈,00,내야수,우투우타,2005년 11월 04일,185cm/75kg,0.100,22,24,20,1,2,0,0,0,2,1,2,0,2,0,0,7,1,0.100,0.182,0.282,0,0.000,0.000
65898,키움,김웅빈,키움10김웅빈,10,내야수,우투좌타,1996년 02월 09일,182cm/97kg,0.083,10,31,24,1,2,0,0,0,2,0,1,0,6,0,0,7,2,0.083,0.267,0.350,0,0.000,0.000
55370,키움,양현종,키움60양현종,60,내야수,우투우타,2006년 08월 15일,177cm/84kg,0.083,12,14,12,1,1,0,0,0,1,0,0,0,2,0,0,5,0,0.083,0.214,0.297,0,0.000,0.000
53309,키움,서유신,키움104서유신,104,내야수,우투우타,2000년 08월 17일,176cm/76kg,0.000,6,8,7,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.000,0.125,0.125,0,0.000,0.000
53302,키움,이승원,키움50이승원,50,내야수,우투우타,2004년 07월 02일,185cm/75kg,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.000,0.000
