pCode,team,name,displayId,backNo,position,throwBat,birthday,heightWeight,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,OAVG,2B,3B,SAC,SF,IBB,WP,BK
76225,KIA,김건국,KIA43김건국,43,투수,우투우타,1988년 02월 02일,183cm/86kg,6.85,26,0,3,0,1,0.000,46,59,11,17,5,31,38,35,1.65,0,0,0,1,216,841,0.311,9,0,1,3,0,3,0
53615,KIA,이도현,KIA66이도현,66,투수,우투우타,2005년 01월 07일,188cm/90kg,6.92,6,1,1,0,0,0.500,13,17,1,8,1,9,11,10,1.92,0,0,0,0,65,242,0.309,5,0,0,1,0,1,0
51648,KIA,이의리,KIA48이의리,48,투수,좌투좌타,2002년 06월 16일,185cm/90kg,7.94,10,1,4,0,0,0.200,39 2/3,41,6,31,3,42,37,35,1.82,0,0,2,0,193,784,0.266,9,3,3,2,0,1,0
68928,KIA,김시훈,KIA61김시훈,61,투수,우투우타,1999년 02월 24일,188cm/95kg,8.06,24,1,0,0,1,1.000,25 2/3,33,7,10,0,18,25,23,1.68,0,0,0,0,118,439,0.308,6,0,0,1,1,0,0
55663,KIA,이호민,KIA38이호민,38,투수,우투우타,2006년 08월 26일,182cm/85kg,8.59,13,1,0,0,0,1.000,14 2/3,21,0,9,2,7,14,14,2.05,0,0,0,0,72,259,0.362,5,0,2,1,1,0,0
60337,KIA,김대유,KIA69김대유,69,투수,좌투좌타,1991년 05월 08일,187cm/92kg,9.72,15,0,1,0,1,0.000,8 1/3,12,1,4,0,3,9,9,1.92,0,0,0,0,42,140,0.324,1,0,0,1,0,0,0
62951,KIA,이형범,KIA16이형범,16,투수,우투우타,1994년 02월 27일,181cm/80kg,11.70,12,0,0,0,0,-,10,21,0,5,0,6,16,13,2.60,0,0,0,0,56,209,0.438,6,1,1,2,1,0,0
54645,KIA,김민주,KIA49김민주,49,투수,우투우타,2002년 09월 08일,182cm/85kg,12.00,3,0,0,0,0,-,3,4,0,2,2,2,4,4,2.00,0,0,0,0,17,54,0.333,1,1,0,1,0,0,0
62754,KIA,임기영,KIA38임기영,38,투수,우언우타,1993년 04월 16일,184cm/86kg,13.00,10,1,1,0,0,0.500,9,23,2,4,0,5,13,13,3.00,0,0,0,0,52,176,0.489,4,0,1,0,0,0,0
53609,KIA,곽도규,KIA0곽도규,0,투수,좌투좌타,2004년 04월 12일,185cm/90kg,13.50,9,0,0,0,3,-,4,3,0,6,2,5,6,6,2.25,0,0,0,1,22,99,0.214,0,0,0,0,0,1,0
55632,KIA,이성원,KIA58이성원,58,투수,우투우타,2006년 05월 18일,184cm/90kg,16.88,4,0,0,0,0,-,2 2/3,3,0,4,3,3,7,5,2.63,0,0,0,0,19,71,0.250,1,0,0,0,0,0,0
55646,KIA,김정엽,KIA46김정엽,46,투수,우투우타,2006년 04월 18일,185cm/96kg,18.00,2,0,0,0,0,-,1,0,0,1,1,0,2,2,1.00,0,0,0,0,5,21,0.000,0,0,0,0,0,0,0
69643,KIA,홍원빈,KIA홍원빈,,투수,우투우타,2000년 10월 16일,195cm/101kg,27.00,2,0,0,0,0,-,1 2/3,2,0,4,0,1,5,5,3.60,0,0,0,1,11,36,0.333,0,0,0,1,0,2,0
55221,두산,김한중,두산95김한중,95,투수,우투우타,2004년 11월 03일,183cm/89kg,0.00,2,0,0,0,0,-,2,1,0,0,0,0,1,0,0.50,0,0,0,0,8,25,0.125,1,0,0,0,0,0,0
69205,두산,이교훈,두산31이교훈,31,투수,좌투좌타,2000년 05월 29일,181cm/83kg,1.17,10,1,0,0,0,1.000,7 2/3,4,0,4,1,7,2,1,1.04,0,0,0,0,29,125,0.174,1,0,1,0,0,2,0
55239,두산,잭로그,두산39잭로그,39,투수,좌투좌타,1996년 04월 23일,183cm/84kg,2.81,30,10,8,0,1,0.556,176,146,8,39,17,156,66,55,1.05,0,0,17,0,722,2698,0.224,25,4,11,2,0,4,0
68249,두산,박신지,두산49박신지,49,투수,우투우타,1999년 07월 16일,185cm/75kg,2.85,54,2,4,0,5,0.333,60,55,3,29,5,36,24,19,1.40,0,0,0,1,264,1008,0.244,15,3,2,3,6,8,0
54263,두산,김택연,두산63김택연,63,투수,우투우타,2005년 06월 03일,181cm/88kg,3.53,64,4,5,24,0,0.444,66 1/3,47,6,31,5,79,31,26,1.18,0,0,0,9,281,1151,0.196,6,0,4,1,2,5,0
67266,두산,박치국,두산1박치국,1,투수,우언우타,1998년 03월 10일,177cm/78kg,3.75,73,4,4,2,16,0.500,62 1/3,58,4,21,7,57,35,26,1.27,0,0,0,4,271,1045,0.245,15,0,5,1,1,0,0
68830,두산,김정우,두산16김정우,16,투수,우투우타,1999년 05월 15일,183cm/87kg,3.86,18,0,0,1,1,-,21,26,1,9,3,13,12,9,1.67,0,0,0,0,103,396,0.302,4,0,3,2,0,1,0
66291,두산,이영하,두산50이영하,50,투수,우투우타,1997년 11월 01일,192cm/91kg,4.05,73,4,4,0,14,0.500,66 2/3,63,4,39,6,72,33,30,1.53,0,0,0,5,299,1136,0.254,10,0,5,1,2,7,0
65639,두산,박정수,두산17박정수,17,투수,우언좌타,1996년 01월 29일,178cm/74kg,4.10,29,1,0,0,3,1.000,26 1/3,31,1,8,4,15,13,12,1.48,0,0,0,0,119,418,0.304,3,1,3,2,1,1,0
68220,두산,곽빈,두산47곽빈,47,투수,우투우타,1999년 05월 28일,187cm/95kg,4.20,19,5,7,0,0,0.417,109 1/3,96,9,41,2,107,55,51,1.25,0,0,7,0,465,1804,0.232,23,3,2,6,0,5,0
55215,두산,양재훈,두산30양재훈,30,투수,우투우타,2003년 05월 01일,186cm/89kg,4.24,19,0,0,1,0,-,23 1/3,19,3,8,0,19,11,11,1.16,0,0,0,0,93,380,0.226,4,0,0,1,0,0,0
55268,두산,최민석,두산68최민석,68,투수,우투우타,2006년 07월 02일,188cm/84kg,4.40,17,3,3,0,0,0.500,77 2/3,72,7,34,5,53,41,38,1.36,0,0,4,0,333,1342,0.248,15,1,3,1,1,5,1
51264,두산,최승용,두산28최승용,28,투수,좌투좌타,2001년 05월 11일,190cm/87kg,4.41,23,5,7,0,0,0.417,116 1/3,121,8,36,6,71,60,57,1.35,0,0,9,0,507,1958,0.265,20,4,5,3,0,4,0
55257,두산,콜어빈,두산57콜어빈,57,투수,좌투좌타,1994년 01월 31일,193cm/102kg,4.48,28,8,12,0,0,0.400,144 2/3,142,9,79,18,128,80,72,1.53,0,0,10,0,649,2593,0.268,26,3,14,8,1,6,0
55267,두산,홍민규,두산67홍민규,67,투수,우투좌타,2006년 09월 11일,183cm/87kg,4.59,20,2,1,1,0,0.667,33 1/3,37,4,15,1,17,19,17,1.56,0,0,0,0,151,571,0.280,6,0,0,3,0,4,0
68200,두산,김민규,두산19김민규,19,투수,우투좌타,1999년 05월 07일,183cm/90kg,4.66,7,1,1,0,0,0.500,9 2/3,9,1,6,4,6,5,5,1.55,0,0,0,0,47,199,0.273,3,0,0,4,0,0,0
67263,두산,최원준,두산61최원준,61,투수,우언우타,1994년 12월 21일,182cm/91kg,4.71,47,4,7,0,9,0.364,107,105,18,38,4,62,59,56,1.34,0,0,5,2,456,1852,0.258,17,2,4,3,2,4,0
50211,두산,제환유,두산93제환유,93,투수,우투좌타,2000년 09월 30일,183cm/76kg,4.96,6,0,1,0,0,0.000,16 1/3,17,2,12,1,8,10,9,1.78,0,0,0,0,78,304,0.270,1,0,1,1,1,0,0
67246,두산,김명신,두산46김명신,46,투수,우투우타,1993년 11월 29일,178cm/90kg,5.40,8,0,0,0,0,-,8 1/3,13,0,3,1,6,8,5,1.92,0,0,0,0,43,202,0.342,3,1,0,1,0,1,0
50206,두산,최종인,두산40최종인,40,투수,우투우타,2001년 05월 01일,185cm/84kg,5.40,3,0,0,0,0,-,1 2/3,1,0,3,0,5,1,1,2.40,0,0,0,0,9,46,0.167,0,0,0,0,0,2,0
61643,두산,홍건희,두산52홍건희,52,투수,우투우타,1992년 09월 29일,187cm/97kg,6.19,20,2,1,0,0,0.667,16,18,2,15,0,15,13,11,2.06,0,0,0,0,83,341,0.273,1,0,2,0,1,0,0
52204,두산,이병헌,두산29이병헌,29,투수,좌투좌타,2003년 06월 04일,183cm/95kg,6.23,22,0,0,0,4,-,13,11,1,10,0,9,9,9,1.62,0,0,0,0,56,216,0.244,1,0,0,1,2,0,0
52206,두산,최지강,두산42최지강,42,투수,우투좌타,2001년 07월 23일,180cm/88kg,6.34,39,2,5,0,5,0.286,32 2/3,41,3,13,2,38,25,23,1.65,0,0,0,4,149,582,0.313,5,0,3,0,1,3,0
68269,두산,김호준,두산56김호준,56,투수,좌투좌타,1998년 05월 17일,180cm/82kg,6.75,19,0,1,0,1,0.000,10 2/3,14,2,7,0,7,11,8,1.97,0,0,0,1,54,218,0.298,3,0,0,0,1,1,0
52202,두산,윤태호,두산65윤태호,65,투수,우투우타,2003년 10월 10일,190cm/88kg,6.75,10,0,1,0,1,0.000,17 1/3,16,2,5,0,16,14,13,1.21,0,0,0,0,73,287,0.246,6,0,2,1,0,2,0
72523,두산,고효준,두산29고효준,29,투수,좌투좌타,1983년 02월 08일,179cm/81kg,6.86,45,2,1,0,9,0.667,21,29,4,14,1,19,16,16,2.05,0,0,0,3,104,441,0.337,2,1,2,1,1,4,0
53259,두산,최준호,두산59최준호,59,투수,우투우타,2004년 06월 03일,188cm/90kg,8.44,9,1,2,0,0,0.333,16,18,4,9,2,11,15,15,1.69,0,0,0,0,74,305,0.290,5,0,0,1,0,2,0
53262,두산,김유성,두산55김유성,55,투수,우투우타,2002년 01월 01일,190cm/98kg,8.83,7,0,2,0,0,0.000,17 1/3,17,3,14,4,22,17,17,1.79,0,0,0,0,85,385,0.254,2,0,0,0,0,1,0
54944,NC,데이비슨,NC34데이비슨,34,투수,우투우타,1991년 03월 26일,190cm/104kg,0.00,1,0,0,0,0,-,1/3,0,0,0,0,0,0,0,0.00,0,0,0,0,1,2,0.000,0,0,0,0,0,0,0
65933,NC,구창모,NC59구창모,59,투수,좌투좌타,1997년 02월 17일,183cm/85kg,2.51,4,1,0,0,0,1.000,14 1/3,14,1,3,0,18,4,4,1.19,0,0,0,0,59,250,0.250,3,0,0,0,0,1,0
68900,NC,김영규,NC17김영규,17,투수,좌투좌타,2000년 02월 10일,188cm/86kg,2.86,45,4,3,0,21,0.571,44,40,3,18,3,35,17,14,1.32,0,0,0,1,189,762,0.253,4,0,5,5,4,6,0
65949,NC,류진욱,NC41류진욱,41,투수,우투우타,1996년 10월 10일,189cm/88kg,3.27,62,4,3,29,0,0.571,66,50,6,28,6,57,27,24,1.18,0,0,0,1,275,1061,0.210,7,1,2,1,3,5,0
67954,NC,김진호,NC54김진호,54,투수,우투우타,1998년 06월 07일,183cm/90kg,3.36,76,4,3,6,20,0.571,72 1/3,53,5,45,9,70,30,27,1.35,0,0,0,5,316,1303,0.205,12,1,2,1,1,9,1
55903,NC,라일리,NC3라일리,3,투수,우투우타,1996년 07월 09일,190cm/100kg,3.45,30,17,7,0,0,0.708,172,136,18,56,3,216,76,66,1.12,0,0,16,0,709,2916,0.212,25,2,4,4,0,5,0
52902,NC,임지민,NC19임지민,19,투수,우투우타,2003년 10월 11일,185cm/82kg,3.86,7,0,1,0,1,0.000,4 2/3,1,0,5,0,7,2,2,1.29,0,0,0,1,20,84,0.071,0,0,0,1,0,0,0
69969,NC,전사민,NC57전사민,57,투수,우투우타,1999년 07월 06일,194cm/85kg,4.26,74,7,7,2,13,0.500,82 1/3,86,3,33,11,62,45,39,1.45,0,0,0,4,370,1341,0.273,12,2,8,3,4,7,0
54904,NC,손주환,NC46손주환,46,투수,우투우타,2002년 01월 05일,177cm/85kg,4.35,52,6,1,0,7,0.857,51 2/3,53,5,19,1,37,29,25,1.39,0,0,0,0,224,807,0.264,5,0,1,2,0,0,0
64995,NC,배재환,NC61배재환,61,투수,우투우타,1995년 02월 24일,186cm/95kg,4.48,70,2,4,2,24,0.333,60 1/3,48,3,37,11,51,36,30,1.41,0,0,0,3,271,1117,0.221,6,1,6,0,4,6,0
55912,NC,로건,NC43로건,43,투수,좌투우타,1997년 05월 23일,186cm/105kg,4.53,32,7,12,0,0,0.368,173,180,18,67,10,149,98,87,1.43,0,0,16,0,770,3037,0.263,30,2,3,5,3,6,0
68902,NC,신민혁,NC18신민혁,18,투수,우투우타,1999년 02월 04일,184cm/95kg,4.77,28,6,3,0,0,0.667,132,148,23,26,6,84,76,70,1.32,1,0,5,0,568,2292,0.281,18,2,4,5,1,3,0
63959,NC,임정호,NC30임정호,30,투수,좌투좌타,1990년 04월 16일,188cm/90kg,4.82,31,1,1,0,4,0.500,18 2/3,18,3,9,4,15,13,10,1.45,0,0,0,2,88,336,0.254,3,1,3,1,1,1,0
55995,NC,김태훈,NC69김태훈,69,투수,우투우타,2006년 10월 26일,188cm/88kg,5.21,18,0,0,0,0,-,19,17,4,16,1,9,15,11,1.74,0,0,0,0,94,356,0.224,2,0,1,0,0,5,0
67962,NC,소이현,NC소이현,,투수,우투우타,1999년 02월 09일,185cm/93kg,5.63,7,0,0,0,0,-,8,5,0,7,1,3,5,5,1.50,0,0,0,0,36,140,0.192,1,0,1,1,0,2,0
53973,NC,목지훈,NC20목지훈,20,투수,우투우타,2004년 05월 11일,181cm/83kg,6.05,16,3,5,0,0,0.375,58,68,6,42,5,45,42,39,1.90,0,0,1,0,280,1115,0.298,8,3,2,3,1,9,2
64580,NC,김재열,NC21김재열,21,투수,우투우타,1996년 01월 02일,183cm/97kg,6.23,22,0,0,0,2,-,21 2/3,32,5,16,1,16,16,15,2.22,0,0,0,0,111,402,0.356,6,1,2,2,1,2,0
66920,NC,최성영,NC26최성영,26,투수,좌투좌타,1997년 04월 28일,180cm/85kg,6.23,35,2,2,0,4,0.500,47 2/3,62,6,28,3,33,33,33,1.89,0,0,0,0,228,921,0.330,13,2,4,5,1,2,1
52995,NC,김녹원,NC1김녹원,1,투수,우투우타,2003년 05월 17일,182cm/88kg,6.56,21,3,4,0,1,0.429,70,75,10,47,3,37,53,51,1.74,0,0,0,0,327,1290,0.277,13,1,5,1,0,4,0
68639,NC,하준영,NC29하준영,29,투수,좌투좌타,1999년 09월 06일,182cm/79kg,6.75,10,1,1,0,1,0.500,5 1/3,10,0,7,0,5,4,4,3.19,0,0,0,0,33,126,0.385,4,0,0,0,1,0,0
52903,NC,조민석,NC47조민석,47,투수,우투좌타,1998년 12월 21일,180cm/81kg,6.92,6,0,1,0,0,0.000,13,12,3,11,2,4,10,10,1.77,0,0,0,0,61,258,0.250,2,0,0,0,0,2,0
52992,NC,이준혁,NC40이준혁,40,투수,우투우타,2003년 06월 30일,184cm/87kg,7.30,25,1,3,0,0,0.250,37,43,8,20,6,30,33,30,1.70,0,0,0,0,170,699,0.305,7,1,2,1,2,4,0
53919,NC,신영우,NC43신영우,43,투수,우투우타,2004년 04월 21일,182cm/84kg,7.53,8,1,3,0,0,0.250,14 1/3,8,2,16,3,19,13,12,1.67,0,0,0,0,68,307,0.174,2,0,1,2,0,4,0
54913,NC,김민규,NC15김민규,15,투수,우투우타,2001년 09월 07일,183cm/84kg,7.71,7,0,0,0,1,-,4 2/3,5,0,4,0,2,4,4,1.93,0,0,0,0,23,96,0.278,2,0,0,1,1,0,0
54903,NC,최우석,NC64최우석,64,투수,우투우타,2005년 03월 31일,190cm/90kg,8.16,12,0,0,0,0,-,14 1/3,23,1,9,0,15,16,13,2.23,0,0,0,0,75,282,0.359,5,0,1,1,0,5,0
66965,NC,도태훈,NC16도태훈,16,투수,우투좌타,1993년 03월 18일,184cm/85kg,9.00,1,0,0,0,0,-,1,3,1,0,0,1,1,1,3.00,0,0,0,0,6,16,0.500,0,0,0,0,0,0,0
77211,NC,이용찬,NC45이용찬,45,투수,우투우타,1989년 01월 02일,185cm/85kg,10.57,12,1,2,0,1,0.333,15 1/3,23,1,12,4,14,18,18,2.28,0,0,0,1,83,334,0.348,4,0,0,1,1,2,0
50992,NC,김태경,NC60김태경,60,투수,우투우타,2001년 04월 07일,188cm/95kg,10.64,6,0,0,0,1,-,11,18,4,9,2,10,20,13,2.45,0,0,0,0,62,266,0.367,3,0,2,0,1,1,0
67956,NC,김태현,NC김태현,,투수,좌투좌타,1998년 03월 21일,188cm/95kg,12.00,5,0,0,0,1,-,3,5,2,3,2,2,4,4,2.67,0,0,0,0,17,69,0.417,1,0,0,0,0,1,0
54900,NC,임상현,NC28임상현,28,투수,우투우타,2005년 07월 16일,184cm/89kg,18.00,1,0,0,0,0,-,1,2,0,3,0,0,2,2,5.00,0,0,0,0,8,34,0.400,1,0,0,0,0,0,0
62528,롯데,김원중,롯데34김원중,34,투수,우투좌타,1993년 06월 14일,192cm/96kg,2.67,53,4,3,32,0,0.571,60 2/3,58,4,33,2,69,21,18,1.50,0,0,0,6,272,1117,0.250,11,2,4,1,6,7,1
64017,롯데,심재민,롯데34심재민,34,투수,좌투우타,1994년 02월 18일,182cm/92kg,3.00,4,1,0,0,0,1.000,3,5,0,1,0,2,2,1,2.00,0,0,0,0,15,48,0.357,1,0,0,0,0,1,0
50596,롯데,홍민기,롯데38홍민기,38,투수,좌투좌타,2001년 07월 20일,185cm/85kg,3.09,25,0,2,0,3,0.000,32,24,0,11,2,39,13,11,1.09,0,0,0,0,129,510,0.211,5,1,0,2,0,1,0
55532,롯데,감보아,롯데32감보아,32,투수,좌투양타,1997년 01월 17일,185cm/92kg,3.58,19,7,8,0,0,0.467,108,97,6,49,4,117,54,43,1.35,0,0,11,0,475,1866,0.236,16,0,6,5,0,5,0
55536,롯데,데이비슨,롯데데이비슨,,투수,좌투좌타,1996년 03월 25일,188cm/97kg,3.65,22,10,5,0,0,0.667,123 1/3,123,10,48,5,119,53,50,1.39,0,0,11,0,529,2100,0.262,20,2,4,2,0,4,1
68556,롯데,정성종,롯데18정성종,18,투수,우투좌타,1995년 11월 16일,181cm/93kg,3.86,2,0,0,0,0,-,2 1/3,3,1,0,0,0,1,1,1.29,0,0,0,0,10,37,0.300,1,0,0,0,0,0,0
67539,롯데,나균안,롯데43나균안,43,투수,우투우타,1998년 03월 16일,186cm/109kg,3.87,28,3,7,0,0,0.300,137 1/3,143,13,50,5,116,67,59,1.41,0,0,9,0,601,2328,0.268,23,3,7,5,0,3,0
54537,롯데,정현수,롯데57정현수,57,투수,좌투좌타,2001년 05월 10일,180cm/84kg,3.97,82,2,0,0,12,1.000,47 2/3,34,4,26,2,47,23,21,1.26,0,0,0,0,203,851,0.201,9,0,3,3,0,2,0
65522,롯데,김강현,롯데19김강현,19,투수,우투좌타,1995년 02월 27일,177cm/84kg,4.00,67,2,2,0,4,0.500,72,69,9,21,7,36,37,32,1.25,0,0,0,0,306,1135,0.254,15,1,2,4,0,4,0
51594,롯데,송재영,롯데59송재영,59,투수,좌투좌타,2002년 06월 20일,181cm/84kg,4.00,46,1,0,0,3,1.000,27,19,3,24,0,28,13,12,1.59,0,0,0,0,121,491,0.202,4,0,1,2,0,2,0
68242,롯데,정철원,롯데65정철원,65,투수,우투우타,1999년 03월 27일,192cm/95kg,4.24,75,8,3,0,21,0.727,70,72,4,28,7,55,34,33,1.43,0,0,0,6,312,1169,0.268,13,1,3,5,2,5,0
55566,롯데,김태현,롯데66김태현,66,투수,좌투좌타,2005년 11월 16일,185cm/87kg,4.50,1,0,0,0,0,-,2,1,0,4,0,2,2,1,2.50,0,0,0,0,12,51,0.143,0,0,0,1,0,0,0
64021,롯데,박세웅,롯데21박세웅,21,투수,우투우타,1995년 11월 30일,182cm/85kg,4.93,29,11,13,0,0,0.458,160 2/3,183,15,54,8,156,99,88,1.48,0,0,12,0,722,2694,0.282,46,1,8,4,0,14,1
52530,롯데,이민석,롯데37이민석,37,투수,우투우타,2003년 12월 10일,189cm/95kg,5.26,20,2,5,0,0,0.286,87 1/3,104,10,56,2,61,56,51,1.83,0,0,4,0,417,1596,0.295,13,2,3,4,0,2,0
50556,롯데,최준용,롯데56최준용,56,투수,우투우타,2001년 10월 10일,185cm/85kg,5.30,49,4,4,1,17,0.500,54 1/3,50,5,16,6,62,35,32,1.21,0,0,0,4,234,910,0.243,9,1,4,2,0,3,0
52528,롯데,반즈,롯데반즈,,투수,좌투좌타,1995년 10월 01일,189cm/91kg,5.32,8,3,4,0,0,0.429,45 2/3,47,4,17,2,38,31,27,1.40,0,0,3,0,204,761,0.258,14,2,2,1,0,2,0
69594,롯데,박진,롯데44박진,44,투수,우투우타,1999년 04월 02일,182cm/106kg,5.32,51,3,3,1,3,0.500,69 1/3,76,10,22,1,50,42,41,1.41,0,0,0,1,302,1172,0.277,10,3,1,4,0,5,0
51546,롯데,정우준,롯데103정우준,103,투수,우투우타,2000년 03월 17일,180cm/82kg,5.40,3,0,0,0,0,-,3 1/3,6,0,0,1,3,2,2,1.80,0,0,0,0,16,58,0.400,3,0,0,0,0,0,0
62363,롯데,한현희,롯데1한현희,1,투수,우언우타,1993년 06월 25일,182cm/98kg,6.23,3,0,0,0,1,-,8 2/3,13,2,2,1,8,6,6,1.73,0,0,0,0,41,161,0.342,2,0,0,0,0,1,0
76430,롯데,김태혁,롯데24김태혁,24,투수,우투우타,1988년 01월 02일,180cm/88kg,6.38,45,0,1,2,3,0.000,36 2/3,48,4,18,3,27,26,26,1.80,0,0,0,0,180,644,0.314,10,0,2,4,2,1,0
63543,롯데,구승민,롯데22구승민,22,투수,우투우타,1990년 06월 12일,182cm/86kg,7.00,11,0,1,0,1,0.000,9,9,1,7,1,10,10,7,1.78,0,0,0,0,45,187,0.243,1,1,0,0,0,0,0
67588,롯데,윤성빈,롯데55윤성빈,55,투수,우투우타,1999년 02월 26일,197cm/90kg,7.67,31,1,2,0,0,0.333,27,26,3,20,4,44,23,23,1.70,0,0,0,0,130,524,0.245,7,0,0,0,1,6,0
54503,롯데,박준우,롯데58박준우,58,투수,우투우타,2005년 05월 27일,190cm/94kg,8.03,11,1,2,0,1,0.333,12 1/3,21,0,6,1,11,11,11,2.19,0,0,0,1,64,238,0.368,3,1,0,0,0,0,0
55526,롯데,벨라스케즈,롯데26벨라스케즈,26,투수,우투우타,1992년 06월 07일,190cm/95kg,8.23,11,1,4,0,0,0.200,35,47,7,18,3,28,32,32,1.86,0,0,1,0,168,651,0.324,10,1,2,0,0,1,2
63512,롯데,박진형,롯데40박진형,40,투수,우투우타,1994년 06월 10일,181cm/77kg,8.44,7,0,0,0,0,-,5 1/3,9,1,3,0,5,7,5,2.25,0,0,0,0,29,104,0.346,3,0,0,0,0,0,0
55503,롯데,이영재,롯데40이영재,40,투수,좌투좌타,2006년 10월 20일,180cm/71kg,9.00,3,0,0,0,0,-,2,5,1,0,1,2,2,2,2.50,0,0,0,0,11,43,0.500,1,0,0,0,0,0,0
51516,롯데,김진욱,롯데15김진욱,15,투수,좌투좌타,2002년 07월 05일,185cm/90kg,10.00,14,1,3,0,0,0.250,27,42,10,16,2,24,32,30,2.15,0,0,1,2,136,544,0.365,6,0,2,1,0,0,0
60559,롯데,박시영,롯데박시영,,투수,우투우타,1989년 03월 10일,181cm/92kg,11.05,11,1,0,0,0,1.000,7 1/3,9,0,9,2,10,9,9,2.45,0,0,0,0,42,169,0.290,4,0,0,0,0,0,0
55568,롯데,박세현,롯데박세현,,투수,우투우타,2006년 01월 21일,183cm/88kg,14.73,3,0,0,0,0,-,3 2/3,8,1,1,1,4,6,6,2.45,0,0,0,0,21,65,0.421,5,0,0,0,0,0,0
50848,SSG,김성민,SSG11김성민,11,투수,우투우타,2001년 04월 30일,185cm/97kg,0.00,2,1,0,0,0,1.000,2/3,0,0,2,0,0,0,0,3.00,0,0,0,0,4,22,0.000,0,0,0,0,0,1,0
55860,SSG,신지환,SSG60신지환,60,투수,좌투좌타,2006년 04월 17일,180cm/81kg,0.00,1,0,0,0,0,-,1,0,0,0,1,1,0,0,0.00,0,0,0,0,4,18,0.000,0,0,0,0,0,0,0
51897,SSG,조병현,SSG19조병현,19,투수,우투우타,2002년 05월 08일,182cm/90kg,1.60,69,5,4,30,0,0.556,67 1/3,42,5,18,0,79,13,12,0.89,0,0,0,2,255,1088,0.179,7,0,1,1,2,1,0
53892,SSG,이로운,SSG92이로운,92,투수,우투우타,2004년 09월 11일,185cm/105kg,1.99,75,6,5,1,33,0.545,77,56,7,26,0,66,19,17,1.06,0,0,0,1,305,1261,0.206,4,1,4,3,5,2,0
73211,SSG,노경은,SSG38노경은,38,투수,우투우타,1984년 03월 11일,187cm/100kg,2.14,77,3,6,3,35,0.333,80,60,2,25,3,68,22,19,1.06,0,0,0,6,320,1177,0.215,10,0,9,4,5,3,0
54833,SSG,앤더슨,SSG33앤더슨,33,투수,우투우타,1994년 03월 22일,194cm/83kg,2.25,30,12,7,0,0,0.632,171 2/3,121,13,51,9,245,53,43,1.00,0,0,17,0,694,2792,0.193,17,1,3,3,1,10,0
65343,SSG,김택형,SSG43김택형,43,투수,좌투좌타,1996년 10월 10일,185cm/90kg,2.78,25,0,0,0,1,-,22 2/3,19,0,10,3,14,7,7,1.28,0,0,0,0,95,371,0.235,6,0,1,0,0,2,0
55855,SSG,화이트,SSG화이트,,투수,우투우타,1994년 12월 28일,190cm/95kg,2.87,24,11,4,0,0,0.733,134 2/3,111,9,44,8,137,51,43,1.15,1,0,12,0,562,2165,0.221,17,2,4,3,1,6,0
68043,SSG,김민,SSG1김민,1,투수,우투우타,1999년 04월 14일,185cm/88kg,2.97,70,5,2,1,22,0.714,63 2/3,60,7,17,6,65,23,21,1.21,0,0,0,4,266,944,0.251,7,0,4,0,2,4,0
54802,SSG,박기호,SSG박기호,,투수,우투우타,2005년 07월 26일,184cm/80kg,3.00,18,0,0,0,2,-,24,23,3,12,8,13,10,8,1.46,0,0,0,0,110,451,0.267,2,0,3,1,1,2,0
50812,SSG,박시후,SSG57박시후,57,투수,좌투좌타,2001년 05월 10일,182cm/88kg,3.27,52,6,2,0,3,0.750,52 1/3,45,5,29,5,34,24,19,1.41,0,0,0,0,231,930,0.233,3,0,3,1,1,0,1
51867,SSG,김건우,SSG39김건우,39,투수,좌투좌타,2002년 07월 12일,186cm/88kg,3.82,35,5,4,0,2,0.556,66,53,2,49,7,68,31,28,1.55,0,0,0,0,301,1241,0.220,14,0,2,2,1,4,0
68856,SSG,최민준,SSG30최민준,30,투수,우투우타,1999년 06월 11일,178cm/83kg,3.97,40,2,2,0,1,0.500,65 2/3,72,6,24,3,44,34,29,1.46,0,0,0,0,287,1172,0.289,7,0,7,4,0,3,0
52809,SSG,전영준,SSG28전영준,28,투수,우투우타,2002년 04월 16일,190cm/100kg,4.61,34,1,5,0,0,0.167,52 2/3,48,5,26,5,55,28,27,1.41,0,0,0,0,228,993,0.249,9,0,3,1,1,3,0
68092,SSG,한두솔,SSG34한두솔,34,투수,좌투좌타,1997년 01월 15일,177cm/86kg,4.95,44,2,0,1,3,1.000,36 1/3,46,1,19,1,27,22,20,1.79,0,0,0,1,169,649,0.317,5,0,2,2,1,1,0
77829,SSG,김광현,SSG29김광현,29,투수,좌투좌타,1988년 07월 22일,188cm/88kg,5.00,28,10,10,0,0,0.500,144,164,13,50,4,138,86,80,1.49,0,0,9,0,636,2453,0.286,28,1,5,3,1,6,0
62869,SSG,문승원,SSG42문승원,42,투수,우투우타,1989년 11월 28일,180cm/88kg,5.13,23,4,7,0,0,0.364,105 1/3,109,16,38,5,61,61,60,1.40,0,0,5,0,452,1783,0.273,23,3,6,4,0,4,0
53898,SSG,송영진,SSG55송영진,55,투수,우투양타,2004년 05월 28일,185cm/90kg,5.83,21,2,5,0,0,0.286,63 1/3,77,10,31,3,40,45,41,1.71,0,0,1,0,288,1070,0.312,5,1,3,4,1,2,0
