pCode,team,name,displayId,backNo,position,throwBat,birthday,heightWeight,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,OAVG,2B,3B,SAC,SF,IBB,WP,BK
54803,SSG,최현석,SSG21최현석,21,투수,우투우타,2003년 10월 16일,185cm/90kg,6.23,13,0,0,0,0,-,17 1/3,21,5,6,2,11,13,12,1.56,0,0,0,0,77,290,0.304,2,0,0,0,0,1,0
61895,SSG,서진용,SSG22서진용,22,투수,우투우타,1992년 10월 02일,184cm/88kg,6.75,2,0,0,0,0,-,1 1/3,1,0,3,0,0,1,1,3.00,0,0,0,0,7,27,0.250,0,0,0,0,0,0,0
60841,SSG,박종훈,SSG50박종훈,50,투수,우언우타,1991년 08월 13일,186cm/90kg,7.11,5,0,2,0,0,0.000,19,15,4,18,5,10,17,15,1.74,0,0,1,0,90,370,0.231,1,0,1,1,0,0,0
66858,SSG,정동윤,SSG51정동윤,51,투수,우투좌타,1997년 10월 22일,193cm/103kg,8.31,12,0,0,0,0,-,17 1/3,21,2,12,0,17,16,16,1.90,0,0,0,0,82,317,0.309,6,0,1,1,0,1,0
55730,한화,폰세,한화30폰세,30,투수,우투우타,1994년 04월 25일,198cm/115kg,1.89,29,17,1,0,0,0.944,180 2/3,128,10,41,6,252,41,38,0.94,0,0,20,0,697,2854,0.199,18,0,3,4,0,7,3
65769,한화,김범수,한화49김범수,49,투수,좌투좌타,1995년 10월 03일,181cm/92kg,2.25,73,2,1,2,6,0.667,48,30,0,22,4,41,17,12,1.08,0,0,0,0,195,780,0.181,5,0,2,1,1,1,0
61666,한화,한승혁,한화35한승혁,35,투수,우투좌타,1993년 01월 03일,185cm/100kg,2.25,71,3,3,3,16,0.500,64,56,4,23,7,53,18,16,1.23,0,0,0,5,269,1002,0.236,5,1,2,0,1,3,0
55743,한화,정우주,한화61정우주,61,투수,우투우타,2006년 11월 07일,184cm/88kg,2.85,51,3,0,0,3,1.000,53 2/3,34,6,21,10,82,18,17,1.02,0,0,0,0,228,1007,0.177,6,1,3,2,0,3,1
54755,한화,와이스,한화55와이스,55,투수,우투우타,1996년 12월 10일,193cm/95kg,2.87,30,16,5,0,0,0.762,178 2/3,127,13,56,13,207,63,57,1.02,0,0,21,0,725,2837,0.197,30,1,4,6,0,5,2
51715,한화,김기중,한화47김기중,47,투수,좌투좌타,2002년 11월 16일,186cm/96kg,3.07,5,0,1,0,0,0.000,14 2/3,16,0,6,1,8,5,5,1.50,0,0,0,0,66,259,0.276,2,1,0,1,0,1,0
53754,한화,김서현,한화44김서현,44,투수,우투우타,2004년 05월 31일,188cm/86kg,3.14,69,2,4,33,2,0.333,66,52,4,31,8,71,23,23,1.26,0,0,0,4,280,1124,0.222,7,3,5,2,3,7,0
76715,한화,류현진,한화99류현진,99,투수,좌투우타,1987년 03월 25일,190cm/113kg,3.23,26,9,7,0,0,0.563,139 1/3,144,12,25,4,122,54,50,1.21,0,0,12,0,574,2268,0.267,22,3,5,0,2,2,0
63765,한화,김종수,한화38김종수,38,투수,우투우타,1994년 06월 03일,180cm/88kg,3.25,63,4,5,0,5,0.444,63 2/3,57,5,36,4,59,30,23,1.46,0,0,0,0,282,1104,0.245,17,1,4,5,1,2,1
52731,한화,박준영,한화96박준영,96,투수,우투우타,2003년 03월 02일,190cm/103kg,3.60,1,0,0,0,0,-,5,3,0,6,0,3,2,2,1.80,0,0,0,0,24,110,0.176,0,0,0,1,0,0,0
69213,한화,윤산흠,한화49윤산흠,49,투수,우투우타,1999년 05월 15일,178cm/74kg,3.78,12,0,0,0,0,-,16 2/3,16,1,5,3,17,7,7,1.26,0,0,0,0,73,268,0.246,5,0,0,0,0,1,1
60768,한화,이태양,한화44이태양,44,투수,우투좌타,1990년 07월 03일,192cm/97kg,3.97,14,0,1,0,0,0.000,11 1/3,14,0,5,1,8,5,5,1.68,0,0,0,1,51,181,0.318,5,0,1,0,1,0,0
52701,한화,문동주,한화1문동주,1,투수,우투우타,2003년 12월 23일,188cm/97kg,4.02,24,11,5,0,0,0.688,121,112,7,31,3,135,57,54,1.18,1,0,11,0,501,1947,0.243,16,5,3,4,0,11,0
54768,한화,조동욱,한화57조동욱,57,투수,좌투좌타,2004년 11월 02일,190cm/82kg,4.05,68,3,3,2,5,0.500,60,77,4,29,4,43,29,27,1.77,0,0,0,1,283,1068,0.313,16,0,2,2,3,7,1
67703,한화,박상원,한화58박상원,58,투수,우투우타,1994년 09월 09일,187cm/98kg,4.19,74,4,3,0,16,0.571,66 2/3,67,4,21,8,52,35,31,1.32,0,0,0,3,294,1128,0.261,14,1,4,4,0,4,0
65707,한화,주현상,한화66주현상,66,투수,우투우타,1992년 08월 10일,177cm/92kg,5.18,48,5,2,1,3,0.714,41 2/3,59,8,10,3,37,25,24,1.66,0,0,0,2,193,776,0.331,14,2,2,0,0,1,0
54729,한화,황준서,한화29황준서,29,투수,좌투좌타,2005년 08월 22일,185cm/78kg,5.30,23,2,8,0,0,0.200,56,54,7,26,2,57,37,33,1.43,0,0,2,0,242,1012,0.255,11,4,0,2,2,1,0
65056,한화,엄상백,한화11엄상백,11,투수,우언우타,1996년 10월 04일,187cm/72kg,6.58,28,2,7,0,1,0.222,80 2/3,106,13,38,8,74,60,59,1.79,0,0,2,0,379,1540,0.324,18,3,3,3,0,3,0
65117,한화,이상규,한화18이상규,18,투수,우투우타,1996년 10월 20일,185cm/77kg,8.00,5,0,1,0,0,0.000,9,16,0,4,0,5,9,8,2.22,0,0,0,0,47,155,0.372,2,1,0,0,0,0,0
55764,한화,권민규,한화64권민규,64,투수,좌투좌타,2006년 05월 13일,188cm/90kg,8.44,5,0,0,0,0,-,5 1/3,5,1,7,0,4,5,5,2.25,0,0,0,0,28,129,0.250,1,0,0,1,0,0,0
50705,한화,강재민,한화55강재민,55,투수,우언우타,1997년 04월 03일,180cm/89kg,9.00,4,0,0,0,0,-,4,6,1,2,1,5,4,4,2.00,0,0,0,0,20,92,0.375,1,0,0,1,0,0,0
54702,한화,원종혁,한화48원종혁,48,투수,우투우타,2005년 08월 27일,184cm/92kg,16.20,2,0,0,0,0,-,1 2/3,3,1,2,0,1,3,3,3.00,0,0,0,1,10,37,0.429,0,0,0,1,0,0,0
50711,한화,김승일,한화14김승일,14,투수,우언우타,2001년 07월 07일,183cm/85kg,23.63,5,0,0,0,0,-,2 2/3,3,1,3,3,3,7,7,2.25,0,0,0,0,17,68,0.273,0,0,0,0,0,1,0
52330,키움,주승우,키움주승우,,투수,우투우타,2000년 01월 30일,180cm/82kg,2.45,42,2,2,16,5,0.500,44,35,7,17,2,35,13,12,1.18,0,0,0,4,179,713,0.222,1,0,2,0,0,1,0
55348,키움,웰스,키움웰스,,투수,좌투좌타,1997년 02월 27일,185cm/83kg,3.15,4,1,1,0,0,0.500,20,18,0,6,1,16,8,7,1.20,0,0,2,0,85,329,0.234,3,0,0,1,0,0,0
55322,키움,로젠버그,키움로젠버그,,투수,좌투좌타,1995년 07월 09일,186cm/90kg,3.23,13,4,4,0,0,0.500,75 1/3,63,5,25,4,80,33,27,1.17,0,0,6,0,320,1265,0.220,13,2,3,1,0,2,0
69045,키움,알칸타라,키움54알칸타라,54,투수,우투우타,1992년 12월 04일,193cm/100kg,3.27,19,8,4,0,0,0.667,121,125,11,10,4,92,50,44,1.12,0,0,14,0,492,1796,0.267,20,3,6,3,0,3,0
67116,키움,오석주,키움31오석주,31,투수,우투우타,1998년 04월 14일,180cm/74kg,3.70,53,2,1,0,7,0.667,58 1/3,52,4,29,7,44,24,24,1.39,0,0,0,1,252,1032,0.249,6,1,3,4,0,3,0
55342,키움,메르세데스,키움42메르세데스,42,투수,좌투양타,1994년 03월 08일,188cm/82kg,4.47,8,3,3,0,0,0.500,46 1/3,54,5,9,0,41,24,23,1.36,0,0,2,0,197,764,0.292,12,0,2,1,0,2,1
53301,키움,박윤성,키움35박윤성,35,투수,우투우타,2004년 02월 08일,183cm/96kg,4.53,54,0,5,1,6,0.000,51 2/3,55,9,19,1,40,31,26,1.43,0,0,0,3,226,905,0.271,12,0,3,0,0,4,1
67828,키움,김성민,키움8김성민,8,투수,좌투좌타,1994년 04월 26일,181cm/90kg,4.68,29,0,3,0,1,0.000,25,25,1,13,5,18,15,13,1.52,0,0,0,1,113,397,0.272,3,3,2,1,1,0,0
64350,키움,하영민,키움50하영민,50,투수,우투우타,1995년 05월 07일,183cm/74kg,4.99,28,7,14,0,0,0.333,153 1/3,169,13,41,9,134,90,85,1.37,0,0,14,0,669,2506,0.278,29,3,8,2,1,7,0
52395,키움,윤석원,키움95윤석원,95,투수,좌투좌타,2003년 07월 04일,185cm/81kg,5.54,37,1,1,0,8,0.500,37 1/3,41,3,12,2,27,23,23,1.42,0,0,0,1,160,623,0.285,9,3,1,1,2,0,0
66018,키움,김선기,키움49김선기,49,투수,우투우타,1991년 09월 01일,187cm/98kg,5.65,44,1,7,0,2,0.125,78,96,6,47,11,43,55,49,1.83,0,0,0,0,381,1391,0.305,17,0,3,5,1,2,0
69360,키움,조영건,키움20조영건,20,투수,우투우타,1999년 02월 04일,180cm/85kg,5.68,51,5,5,8,7,0.500,77 2/3,84,12,38,4,47,51,49,1.57,0,0,0,2,353,1330,0.275,18,1,2,4,0,5,0
55313,키움,정현우,키움13정현우,13,투수,좌투좌타,2006년 04월 13일,181cm/91kg,5.86,18,3,7,0,0,0.300,81 1/3,92,8,48,6,55,63,53,1.72,0,0,3,0,384,1496,0.287,20,0,3,6,0,4,2
76118,키움,원종현,키움46원종현,46,투수,우언우타,1987년 07월 31일,182cm/88kg,6.13,61,2,4,5,11,0.333,54 1/3,68,5,18,3,40,42,37,1.58,0,0,0,6,248,931,0.313,8,2,7,3,2,6,0
54319,키움,김윤하,키움19김윤하,19,투수,우투우타,2005년 03월 07일,185cm/90kg,6.14,19,0,12,0,0,0.000,88,113,16,44,3,52,76,60,1.78,0,0,4,1,422,1645,0.309,18,2,5,4,1,2,0
50036,키움,이강준,키움11이강준,11,투수,우투우타,2001년 12월 14일,180cm/80kg,6.57,29,0,3,0,2,0.000,24 2/3,29,3,17,2,26,22,18,1.86,0,0,0,0,119,492,0.296,5,0,2,0,0,2,0
69328,키움,박주성,키움0박주성,0,투수,우투우타,2000년 11월 09일,181cm/90kg,6.58,18,2,3,0,1,0.400,52,63,9,16,3,26,40,38,1.52,0,0,2,0,235,865,0.300,11,2,2,4,0,2,0
54368,키움,김연주,키움68김연주,68,투수,우투우타,2004년 02월 27일,175cm/75kg,6.62,20,1,3,0,0,0.250,51 2/3,67,10,25,6,28,40,38,1.78,0,0,0,0,250,939,0.316,14,2,2,5,2,0,0
53164,키움,김동규,키움99김동규,99,투수,우투우타,2004년 07월 09일,194cm/100kg,6.75,9,0,0,0,0,-,8,13,2,11,0,10,11,6,3.00,0,0,0,0,49,203,0.342,1,0,0,0,0,4,0
55394,키움,박정훈,키움94박정훈,94,투수,좌투좌타,2006년 03월 23일,192cm/103kg,7.43,16,0,1,1,0,0.000,23,24,1,20,4,7,24,19,1.91,0,0,0,0,116,450,0.276,6,0,1,4,0,3,0
67365,키움,양지율,키움양지율,,투수,우투우타,1998년 12월 16일,185cm/103kg,8.36,18,0,2,0,1,0.000,14,18,3,7,3,10,13,13,1.79,0,0,0,0,69,268,0.305,1,2,0,0,0,1,0
55396,키움,윤현,키움96윤현,96,투수,우투우타,2006년 10월 20일,187cm/90kg,8.59,17,2,1,0,0,0.667,22,31,2,23,5,15,28,21,2.45,0,0,0,1,125,514,0.326,4,1,0,2,0,5,0
55301,키움,이준우,키움42이준우,42,투수,우투우타,2001년 03월 02일,183cm/93kg,8.61,31,1,4,0,3,0.200,23,37,6,12,1,22,23,22,2.13,0,0,0,0,118,469,0.359,7,1,2,0,0,0,0
54362,키움,전준표,키움62전준표,62,투수,우투우타,2005년 05월 07일,186cm/90kg,8.85,21,2,2,0,1,0.500,20 1/3,33,2,19,3,15,22,20,2.56,0,0,0,0,114,400,0.375,8,0,3,1,3,3,0
55300,키움,손힘찬,키움100손힘찬,100,투수,우투우타,2002년 07월 17일,191cm/88kg,11.25,4,0,0,0,0,-,4,5,0,4,1,4,5,5,2.25,0,0,0,0,22,84,0.294,2,0,0,0,0,1,0
54363,키움,손현기,키움63손현기,63,투수,좌투좌타,2005년 10월 22일,188cm/88kg,15.00,2,0,0,0,0,-,3,4,1,6,1,1,5,5,3.33,0,0,0,0,18,78,0.364,1,0,0,0,0,1,0
55377,키움,정세영,키움64정세영,64,투수,좌투좌타,2006년 09월 23일,177cm/82kg,16.88,4,0,1,0,0,0.000,2 2/3,9,0,4,0,2,6,5,4.88,0,0,0,0,22,84,0.500,2,0,0,0,0,1,0
55359,키움,김서준,키움59김서준,59,투수,우투좌타,2006년 12월 22일,187cm/83kg,20.25,4,0,0,0,0,-,5 1/3,14,2,5,0,4,12,12,3.56,0,0,0,0,34,123,0.500,5,0,0,1,0,1,0
55382,키움,임진묵,키움69임진묵,69,투수,우투우타,2006년 04월 23일,181cm/85kg,24.55,4,0,0,0,0,-,3 2/3,10,0,5,1,3,11,10,4.09,0,0,0,0,28,108,0.476,2,1,0,1,0,1,0
